safra_start,year,month,half,moagem_t,clim_mean,clim_std,crush_z,q_ord,sat_idx,n_obs,pred_z,carry,sigma,pred_t,pi80_lo,pi80_hi
2024,2024,6,2,49008239,43109819.4375,5425478.267419443,1.087170433972728,14,-0.009376227783765267,355.0,0.7464147429983338,1.3184606520677045,0.748547328746929,47159476.404118925,41954607.5422544,52364345.26598345
2024,2024,7,1,43411727,43630313.375,4973429.180907848,-0.043950836947496116,15,-0.0365358606102844,235.0,0.6565273449128805,1.221416891118886,0.748547328746929,46895505.63025367,42124304.75090558,51666706.509601764
2024,2024,7,2,51590236,47575715.4375,4402239.455398384,0.9119268961112664,16,-0.07974982465652991,406.0,0.31358111531290156,0.7006928596448618,0.748547328746929,48956174.595798284,44732937.87186375,53179411.319732815
2024,2024,8,1,44033912,43714673.8125,3978554.0410951176,0.08023975147818478,17,-0.11127900744771711,358.0,0.31761912731193753,0.7866298862807239,0.748547328746929,44978338.67499601,41161559.57773301,48795117.77225901
2024,2024,8,2,45228641,44622249.0,3476766.8194732494,0.17441261709114905,18,-0.09134053499352202,439.0,0.1889443912174975,0.5011973298272675,0.748547328746929,45279164.59011057,41943769.17118334,48614560.0090378
2024,2024,9,1,42989496,40311478.3125,4017887.737201921,0.6665237713597708,19,-0.2813238386709725,408.0,-0.14111253445965088,0.3696882596746759,0.748547328746929,39744503.990729086,35889990.574020416,43599017.40743776
2024,2024,9,2,38844188,35743300.0,6045467.473542648,0.5129277452191596,20,-0.14053087340927706,368.0,0.11533375188977307,0.48885479703800516,0.748547328746929,36440546.44565126,30640898.21972201,42240194.671580516
2024,2024,10,1,33936776,31758321.4375,5711183.589325024,0.38143661964777786,21,-0.1495775314681157,253.0,0.10830159337289755,0.49850498266407683,0.748547328746929,32376851.720269043,26897894.81300855,37855808.62752954
2024,2024,10,2,27205776,30636118.5625,5779666.13063389,-0.5935191557723724,22,-0.05466519115796217,200.0,0.21174474803930132,0.4516163977114663,0.748547328746929,31859932.511082355,26315277.682040416,37404587.340124294
2024,2024,11,1,16408663,22908959.9375,5598769.207336156,-1.1610224849030315,23,-0.14806288388674504,113.0,-0.14357103614843603,0.03323431469584816,0.748547328746929,22105138.84124679,16734025.351211503,27476252.33128208
2024,2024,11,2,20265775,16667879.3125,6517680.900922543,0.5520208402640173,24,0.09128261588171553,170.0,-0.0790195455508057,-0.4446931194469546,0.748547328746929,16152855.129663935,9900194.497605745,22405515.761722125
2025,2025,4,1,16675740,15354818.235294119,7400591.804197119,0.17848866680590914,9,-0.031094376692152495,217.0,-0.008832771978462592,0.0,0.73466993341289,15289450.495381966,8321401.179074147,22257499.811689787
2025,2025,4,2,17955534,28043626.70588235,8516875.157387866,-1.1844828671853376,10,-0.20097043374255233,92.0,-0.1353862057823384,0.17848866680590914,0.73466993341289,26890559.293201752,18871470.051736157,34909648.53466734
2025,2025,5,1,42518290,38255510.35294118,6248359.632209185,0.6822237992008254,11,0.06542852641185598,258.0,-0.2612966701608762,-0.6733685419386201,0.73466993341289,36622834.78707728,30739673.113632694,42505996.46052186
