safra_start,year,month,half,moagem_t,clim_mean,clim_std,crush_z,q_ord,sat_idx,n_obs,pred_z,carry,sigma,pred_t,pi80_lo,pi80_hi
2024,2024,9,1,42989496,40311478.3125,4017887.737201921,0.6665237713597708,19,-0.2826122595639854,408.0,-0.12032312888371574,0.3696882596746759,0.7569306640971487,39828033.48845635,35930351.55408256,43725715.42283015
2024,2024,9,2,38844188,35743300.0,6045467.473542648,0.5129277452191596,20,-0.14513968461440643,368.0,0.12006834947288506,0.48885479703800516,0.7569306640971487,36469169.30134028,30604568.07361131,42333770.52906925
2024,2024,10,1,33936776,31758321.4375,5711183.589325024,0.38143661964777786,21,-0.17620206439973984,253.0,0.08644446664865105,0.49850498266407683,0.7569306640971487,32252021.65681173,26711703.321410336,37792339.99221312
2024,2024,10,2,27205776,30636118.5625,5779666.13063389,-0.5935191557723724,22,-0.08602095898632589,200.0,0.17338522982496657,0.4516163977114663,0.7569306640971487,31638227.302871533,26031475.26360925,37244979.34213382
2024,2024,11,1,16408663,22908959.9375,5598769.207336156,-1.1610224849030315,23,-0.15126443193730166,113.0,-0.145409557782596,0.03323431469584816,0.7569306640971487,22094845.382934432,16663578.254162058,27526112.511706807
2024,2024,11,2,20265775,16667879.3125,6517680.900922543,0.5520208402640173,24,0.08617650730454898,170.0,-0.1170465864391104,-0.4446931194469546,0.7569306640971487,15905007.01154763,9582319.877628285,22227694.145466976
2025,2025,4,1,16675740,15354818.235294119,7400591.804197119,0.17848866680590914,9,-0.0550533706584217,217.0,-0.048308486863883754,0.0,0.7422298546789269,14997306.843336096,7957554.7094589835,22037058.977213208
2025,2025,4,2,17955534,28043626.70588235,8516875.157387866,-1.1844828671853376,10,-0.17725671121672093,93.0,-0.0950374414965052,0.17848866680590914,0.7422298546789269,27234204.681379065,19132597.181667652,35335812.181090474
2025,2025,5,1,42518290,38255510.35294118,6248359.632209185,0.6822237992008254,11,0.042601661028898834,258.0,-0.32480630896121715,-0.6733685419386201,0.7422298546789269,36226003.72374105,30282302.974142913,42169704.47333918
2025,2025,5,2,47801148,40362949.705882356,5126005.382997768,1.451071104761047,12,-0.17126656522203376,338.0,-0.18232127528279019,0.018260203540688826,0.7422298546789269,39428369.867347755,34552299.37353148,44304440.361164026
